k,n,id,orders,generator,P,P_coe,E,E_coe,H,H_coe,Element,gen_coe,,
22,13,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,14,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,14,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,14,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,14,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
22,15,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,15,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,15,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,15,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
22,16,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,16,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,16,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,16,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
22,16,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
22,17,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,17,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,17,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,17,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
22,18,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,18,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,18,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,19,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,19,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,19,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,20,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,20,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,20,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,20,3,0,,,,,,,,,2 0 0 1 0 0 0 0 0 0 0 0,,
22,21,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,21,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,21,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,22,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,22,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,22,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,23,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,23,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,23,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
22,24,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
22,24,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
22,,2,0,,,,,,,,,,,
23,2,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,3,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,4,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,4,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,5,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,5,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,5,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,6,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,6,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,6,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,6,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,6,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,7,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,7,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,7,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,7,3,0,,,,,,,,,-1 0 0 1 0 0 0 0 0 0 0 0,,
23,7,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,7,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,8,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,8,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,8,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,8,3,0,,,,,,,,,-1 0 0 1 0 0 0 0 0 0 0 0,,
23,8,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,8,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,8,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
23,8,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
23,8,8,0,,,,,,,,,0 0 0 0 0 0 0 0 1 0 0 0,,
23,9,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,9,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,9,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,9,3,0,,,,,,,,,0 -1 0 1 0 0 0 0 0 0 0 0,,
23,9,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,9,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,10,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,10,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,10,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,10,3,0,,,,,,,,,0 -1 0 1 0 0 0 0 0 0 0 0,,
23,10,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,11,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,11,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,11,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,11,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,12,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,12,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,12,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,12,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,13,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,13,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,13,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,13,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,14,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,14,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,14,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,14,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,15,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,15,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,15,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,15,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,15,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,15,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,16,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,16,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,16,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,16,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,16,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,16,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,16,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
23,16,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
23,17,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,17,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,17,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,17,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,17,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,17,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
23,18,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,18,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,18,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,18,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,18,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
23,19,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,19,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,19,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,19,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,20,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,20,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,20,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,20,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,21,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,21,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,21,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,21,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,22,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,22,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,22,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,23,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,23,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,23,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,24,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,24,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,24,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,24,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
23,25,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
23,25,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
23,25,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
23,,2,0,,,,,,,,,,,
24,2,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,3,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,3,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,3,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,4,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,4,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,4,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,4,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,4,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,5,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,5,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,5,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,5,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,6,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,6,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,6,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,6,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,6,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,6,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,6,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
24,7,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,7,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,7,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,7,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,7,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,7,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,7,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
24,8,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,8,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,8,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,8,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,8,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,8,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,8,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
24,8,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
24,8,8,0,,,,,,,,,0 0 0 0 0 0 0 0 1 0 0 0,,
24,8,9,0,,,,,,,,,0 0 0 0 0 0 0 0 0 1 0 0,,
24,8,10,0,,,,,,,,,0 0 0 0 0 0 0 0 0 0 1 0,,
24,8,11,0,,,,,,,,,0 0 0 0 0 0 0 0 0 0 0 1,,
24,9,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,9,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,9,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,9,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,9,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,9,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,9,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
24,10,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,10,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,10,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,10,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,10,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,11,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,11,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,11,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,11,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,12,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,12,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,12,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,12,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,13,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,13,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,13,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,13,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,14,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,14,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,14,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,14,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,14,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,15,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,15,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,15,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,15,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,15,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,15,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,16,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,16,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,16,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,16,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,16,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,16,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,16,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
24,16,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
24,16,8,0,,,,,,,,,0 0 0 0 0 0 0 0 1 0 0 0,,
24,17,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,17,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,17,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,17,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,17,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
24,17,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
24,18,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,18,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,18,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,18,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,19,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,19,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,19,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,20,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,20,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,21,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,21,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,22,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,22,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,22,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,23,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,23,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,23,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,24,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,24,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,24,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,24,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
24,25,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,25,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,25,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
24,26,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
24,26,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
24,,2,0,,,,,,,,,,,
25,2,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,2,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,2,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,3,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,3,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,3,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,3,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,4,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,4,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,4,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,4,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,4,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,4,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
25,4,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
25,4,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
25,5,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,5,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,5,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,5,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,5,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,6,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,6,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,6,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,6,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,6,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,6,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
25,6,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
25,7,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,7,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,7,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,7,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,7,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,8,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,8,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,8,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,8,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,8,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,8,5,0,,,,,,,,,0 0 0 0 0 1 0 0 0 0 0 0,,
25,8,6,0,,,,,,,,,0 0 0 0 0 0 1 0 0 0 0 0,,
25,8,7,0,,,,,,,,,0 0 0 0 0 0 0 1 0 0 0 0,,
25,9,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,9,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,9,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,9,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,9,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,10,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,10,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,10,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,10,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,11,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,11,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,11,2,0,,,,,,,,,0 1 1 0 0 0 0 0 0 0 0 0,,
25,11,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,11,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,12,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,12,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,12,2,0,,,,,,,,,2 0 1 0 0 0 0 0 0 0 0 0,,
25,12,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,12,4,0,,,,,,,,,0 0 0 0 1 0 0 0 0 0 0 0,,
25,13,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,13,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,13,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,14,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,14,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,14,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,15,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,15,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,15,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
25,15,3,0,,,,,,,,,0 0 0 1 0 0 0 0 0 0 0 0,,
25,16,0,0,,,,,,,,,1 0 0 0 0 0 0 0 0 0 0 0,,
25,16,1,0,,,,,,,,,0 1 0 0 0 0 0 0 0 0 0 0,,
25,16,2,0,,,,,,,,,0 0 1 0 0 0 0 0 0 0 0 0,,
