k,n,id,orders,generator,P,P_coe,E,E_coe,H,H_coe,Element,gen_coe,,
26,5,0,3,A_{4}(5)=\overline{Q}^{3}(\alpha_{4}),"[Toda3](4.2.1),\ P(A_{4}(5))=\alpha_{7}^{*}(5)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,7,0,3,A_{3}(7)=\overline{Q}^{4}(\alpha_{3}),"[Toda3](4.2.1),\ P(A_{3}(7))=\alpha_{7}^{*}(7)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,9,0,3,A_{2}(9)=\overline{Q}^{5}(\alpha_{2}),"[Toda3](4.2.1),\ P(A_{2}(9))=\alpha_{7}^{*}(9)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,11,0,3,A_{1}(11)=\overline{Q}^{6}(\alpha_{1}),"[Toda3](4.2.1),\ P(A_{1}(11))=\alpha_{7}^{*}(11)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,13,0,3,A_{0}(13)=Q^{7}(\iota),"[Toda3](4.2.1),\ P(A_{0}(13))=\alpha_{7}^{*}(13)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,15,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
26,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,1,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,3,0,3,\overline{Q}^{2}(\beta_{1}^{2}),"[Toda3]p48, \ P(B^{2})\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,5,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,7,0,3,Q^{4}(\alpha_{1}\beta_{1}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,9,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,11,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,13,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,15,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
27,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,1,0,3,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,3,0,3,w=IP(i)\ne0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,5,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,7,0,3,\overline{Q}^{4}(\alpha_{1}\beta_{1}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,9,0,3,Q^{5}(\beta_{1}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,11,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,13,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,15,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
28,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,1,0,3,Q^{1}(\alpha_{7}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,3,0,3,Q^{2}(\alpha_{6}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,3,1,3,Q^{2}(\alpha_{1}\beta_{1}^{2}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,5,0,3,Q^{3}(\alpha_{5}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,7,0,3,Q^{4}(\alpha_{4}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,9,0,3,Q^{5}(\alpha_{3}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,9,1,3,\overline{Q}^{4}(\beta_{1}),"[Toda3]Th5.2(1),\ P(B)\ne0",,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
29,11,0,3,Q^{6}(\alpha_{2}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,13,0,3,Q^{7}(\alpha_{1}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,15,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,17,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
29,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,1,0,3,\overline{Q}^{1}(\alpha_{7}),,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,3,0,3,A_{6}(3),P(A_{6}(3))=\alpha_{8}^{*}(3),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,3,1,3,AB^{2},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,5,0,3,A_{5}(5),P(A_{5}(5))=\alpha_{8}^{*}(5),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,5,1,3,b_{1}(5)^{2},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,7,0,3,A_{4}(7),P(A_{4}(7))=\alpha_{8}^{*}(7),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,9,0,3,A_{3}(9),P(A_{3}(9))=\alpha_{8}^{*}(9),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,11,0,3,A_{2}(11),P(A_{2}(11))=\alpha_{8}^{*}(11),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,13,0,3,A_{1}(13),P(A_{1}(13))=\alpha_{8}^{*}(13),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,15,0,3,A_{0}(15),P(A_{0}(15))=\alpha_{8}^{*}(15),,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,17,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
30,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,1,0,3,ab_{2},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,3,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,5,0,3,B^{2},"[Toda3]Th5.2(2),\ P(B^{2})=\Delta\xi(ab,b^{2})",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,7,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,9,0,3,Q^{5}(\alpha_{1}\beta_{1}),"[Toda3]Th5.2(2),\ P(ab)=E^{2}\xi(ab,b^{2})",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,11,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,13,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,15,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
31,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,1,0,3,AB_{2},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,1,1,3,b^{3},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,3,0,3,b_{2},"[Toda3]Th5.2(1),\ P(b_{2})\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,5,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,7,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,9,0,3,AB,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,11,0,3,b,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,13,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,15,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,17,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
32,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,1,0,3,a_{8},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,1,1,3,B^{3},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,3,0,3,B_{2},"[Toda3]Th5.2(1),\ P(B_{2})\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,3,1,3,a_{7},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,5,0,3,a_{6},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,5,1,3,ab^{2},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,7,0,3,a_{5},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,9,0,3,a_{4},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,11,0,3,a_{3},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,11,1,3,B,P(B)\ne0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,13,0,3,a_{2},"[Toda3]Th5.2,\ P(a_{2})=3v",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,15,0,3,a,"[Toda3]Th5.2(3),\ P(a)\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
33,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,1,0,3,A_{8},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,3,0,3,A_{7},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,5,0,3,A_{6},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,5,1,3,AB^{2},"[Toda3]Prop5.3,\ P(AB^{2})=E^{2}\xi(B^{3},AB^{2})",,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
34,7,0,3,b^{2},"[Toda3]Th5.2(2),\ P(b^{2})\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,7,1,3,A_{5},"[Toda3](4.2.1),\ P(A_{5})=\alpha_{9}^{*}(7)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,9,0,3,A_{4},"[Toda3](4.2.1),\ P(A_{4})=\alpha_{9}^{*}(9)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,11,0,3,A_{3},"[Toda3](4.2.1),\ P(A_{3})=\alpha_{9}^{*}(11)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,13,0,3,A_{2},"[Toda3](4.2.1),\ P(A_{2})=\alpha_{9}^{*}(13)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,15,0,3,A_{1},"[Toda3](4.2.1),\ P(A_{1})=\alpha_{9}^{*}(15)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,17,0,3,A_{0},"[Toda3](4.2.1),\ P(A_{0})=\alpha_{9}^{*}(17)",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
34,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,1,0,3,ab^{3},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,3,0,3,ab_{2},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,5,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,7,0,3,B^{2},,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,9,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,11,0,3,ab,PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,13,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,15,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,17,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
35,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,1,0,3,AB^{3},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,3,0,3,AB_{2},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,3,1,3,b^{3},"[Toda3]Th5.3(1), \ P(b^{3})\ne0",,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
36,5,0,3,b_{2},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,7,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,9,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,11,0,3,AB,"[Toda3]Th5.3(2), \ P(AB)=E^{2}\xi(AB,B^{2})",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,13,0,3,b,"[Toda3]Th5.3(2), \ P(b)\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,15,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,17,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,19,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,21,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,23,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,25,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,27,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,29,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,31,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,33,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,35,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,37,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,39,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,41,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
36,43,0,0,0,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,1,0,3,a_{9},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,3,0,3,B^{3},"[Toda3]Th5.3(1), \ P(B^{3})\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,3,1,3,a_{8},PH=0,,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
37,5,0,3,B_{2},"[Toda3]Th5.3(3), \ P(B_{2})=\Delta\epsilon'(7)\ne0",,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,5,1,3,a_{7},PH=0,,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
37,7,0,3,a_{6},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,7,1,3,ab^{2},PH=0,,,,,,0,0 1 0 0 0 0 0 0 0 0 0 0,,
37,9,0,3,a_{5},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,11,0,3,a_{4},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,13,0,3,a_{3},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,13,1,3,B,PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,15,0,3,a_{2},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,17,0,3,a_{1},PH=0,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,19,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,21,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,23,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,25,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,27,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,29,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,31,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,33,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,35,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,37,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,39,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,41,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
37,43,0,0,,,,,,,,0,1 0 0 0 0 0 0 0 0 0 0 0,,
